,available,code,image,link,name,num_merchants,num_reviews,price,region,snoothrank,tags,type,varietal,vintage,winery,winery_id
65,1,lewis-cellars-cuvee-l-napa-07-2009,http://ei.isnooth.com/multimedia/f/4/3/image_1707349_square.jpeg,http://www.snooth.com/wine/lewis-cellars-cuvee-l-napa-07-2009/,Lewis Cellars Cuvee L Napa 07,1,9,97.85,USA > California > Napa,n/a,,Red Wine,Cabernet Sauvignon,2009,Lewis Cellars,lewis-cellars
66,1,tenuta-dei-pianali-bolgheri-coronato-2007-30,http://ei.isnooth.com/multimedia/9/d/8/image_3097217_square.jpeg,http://www.snooth.com/wine/tenuta-dei-pianali-bolgheri-coronato-2007-30/,Tenuta Dei Pianali Bolgheri Coronato,15,0,39.89,Italy > Tuscany > Bolgheri > Bolgheri Sassicaia,n/a,,Red Wine,Bordeaux Blend,2007,Tenuta di Biserno,tenuta-di-biserno
67,1,sbragia-cabernet-sauvignon-wall-vineyard-2009,http://ei.isnooth.com/multimedia/2/8/4/image_2960787_square.jpeg,http://www.snooth.com/wine/sbragia-cabernet-sauvignon-wall-vineyard-2009/,Sbragia Cabernet Sauvignon Wall Vineyard,8,0,66.69,USA > California > Napa > Mount Veeder,n/a,,Red Wine,Cabernet Sauvignon,2009,Sbragia Family Vineyards,sbragia-family-vineyards
68,1,three-coins-cabernet-sauvignon-2009-1,http://ei.isnooth.com/multimedia/9/3/4/image_1779058_square.jpeg,http://www.snooth.com/wine/three-coins-cabernet-sauvignon-2009-1/,Three Coins Cabernet Sauvignon,2,4,30.0,USA > California > Napa,3.5,,Red Wine,Cabernet Sauvignon,2009,Three Coins Wines,three-coins-wines
69,1,three-coins-cabernet-sauvignon-2006-4,http://ei.isnooth.com/multimedia/e/6/0/image_459306_square.jpeg,http://www.snooth.com/wine/three-coins-cabernet-sauvignon-2006-4/,Three Coins Cabernet Sauvignon,2,5,30.0,USA > California > Napa,3.5,,Red Wine,Cabernet Sauvignon (100%),2006,Three Coins Wines,three-coins-wines
70,1,domaine-gaston-and-pierre-ravaut-cotes-de-nuits-villages-2009,http://ei.isnooth.com/multimedia/4/7/1/image_2782946_square.jpeg,http://www.snooth.com/wine/domaine-gaston-and-pierre-ravaut-cotes-de-nuits-villages-2009/,Domaine Gaston & Pierre Ravaut Cotes de Nuits Villages,10,0,31.29,France > Burgundy > Nuits,n/a,,Red Wine,Pinot Noir,2009,Gaston & Pierre Ravaut,gaston-and-pierre-ravaut
71,1,sojourn-cabernet-sauvignon-sonoma-valley-2005,http://ei.isnooth.com/multimedia/e/f/a/image_745208_square.jpeg,http://www.snooth.com/wine/sojourn-cabernet-sauvignon-sonoma-valley-2005/,Sojourn Cabernet Sauvignon Sonoma Valley,1,5,52.99,USA > California > Napa,3,,Red Wine,Cabernet Sauvignon,2005,Sojourn Cellars,sojourn-cellars
72,1,schild-estate-shiraz-barossa-valley-sparkling-2008,http://ei.isnooth.com/multimedia/3/3/3/image_2128968_square.jpeg,http://www.snooth.com/wine/schild-estate-shiraz-barossa-valley-sparkling-2008/,Schild Estate Shiraz Barossa Valley Sparkling,4,10,33.99,Australia > South Australia > Barossa,4,,Red Wine,Syrah,2008,Schild Estate,schild-estate
73,1,melville-pinot-noir-estate-vernas-sta-rita-hills-2009,http://ei.isnooth.com/multimedia/5/a/e/image_1477097_square.jpeg,http://www.snooth.com/wine/melville-pinot-noir-estate-vernas-sta-rita-hills-2009/,Melville Pinot Noir Estate Verna's Sta. Rita Hills,2,6,27.99,USA,n/a,,Red Wine,Pinot Noir,2009,Melville Winery,melville-winery
74,1,bertani-secco-valpolicella-valpantena-original-vintage-edition-2011,http://ei.isnooth.com/multimedia/3/b/c/image_3960803_square.jpeg,http://www.snooth.com/wine/bertani-secco-valpolicella-valpantena-original-vintage-edition-2011/,Bertani Secco Valpolicella Valpantena Original Vintage Edition,15,0,29.19,Italy > Veneto > Valpolicella > Valpolicella Valpantena,n/a,,Red Wine,,2011,Bertani,bertani
75,1,rapitala-hugonis-sicilia-2010,http://ei.isnooth.com/multimedia/b/b/3/image_3627882_square.jpeg,http://www.snooth.com/wine/rapitala-hugonis-sicilia-2010/,Rapitala Hugonis Sicilia,10,0,37.29,Italy > Sicily > Sicilia,n/a,,Red Wine,Cabernet Sauvignon^nero D'avol,2010,Tenuta Rapitala,tenuta-rapitala
76,1,bodegas-virgen-de-fatima-aderezo-estate-2013,http://ei.isnooth.com/multimedia/e/f/a/image_3839850_square.jpeg,http://www.snooth.com/wine/bodegas-virgen-de-fatima-aderezo-estate-2013/,Bodegas Virgen de Fatima Aderezo Estate,8,0,13.99,Spain > Castilla y León > Ribera Del Duero,n/a,,Red Wine,Tempranillo,2013,Bodegas Virgen De Fatima,bodegas-virgen-de-fatima
77,1,inniskillin-cabernet-franc-ice-wine-niagara-peninsula-2007-2,http://ei.isnooth.com/multimedia/5/4/0/image_3747306_square.jpeg,http://www.snooth.com/wine/inniskillin-cabernet-franc-ice-wine-niagara-peninsula-2007-2/,Inniskillin Cabernet Franc Ice Wine Niagara Peninsula,1,3,88.0,Canada,n/a,,,Cabernet Franc,2007,Inniskillin Wines,inniskillin-wines
78,1,chateau-grande-cassagne-syrah-costieres-de-nimes-s-les-rameaux-2006,http://ei.isnooth.com/multimedia/d/2/1/image_685946_square.jpeg,http://www.snooth.com/wine/chateau-grande-cassagne-syrah-costieres-de-nimes-s-les-rameaux-2006/,Château Grande Cassagne Syrah Costières-de-Nîmes 'S' les Rameaux,22,0,12.99,,n/a,,,Grenache,2006,Château Grande Cassagne,chateau-grande-cassagne
79,1,esser-vineyards-pinot-noir-california-2009,http://ei.isnooth.com/multimedia/4/4/b/image_1953849_square.jpeg,http://www.snooth.com/wine/esser-vineyards-pinot-noir-california-2009/,Esser Vineyards Pinot Noir California,1,2,15.19,USA > California,3.5,,Red Wine,Pinot Noir,2009,Esser Vineyards,esser-vineyards
80,1,rex-hill-pinot-noir-willamette-2011-3,http://ei.isnooth.com/multimedia/9/7/4/image_3317683_square.jpeg,http://www.snooth.com/wine/rex-hill-pinot-noir-willamette-2011-3/,Rex Hill Pinot Noir Willamette,6,4,32.99,Germany > Mosel > Ürziger Würzgarten,2.5,,Red Wine,Pinot Noir,2011,REX HILL,rex-hill
81,1,don-alfonso-cabernet-sauvignon-2009-20,http://ei.isnooth.com/multimedia/3/c/1/image_1262038_square.png,http://www.snooth.com/wine/don-alfonso-cabernet-sauvignon-2009-20/,Don Alfonso Cabernet Sauvignon,1,5,6.99,Chile > Central Valley > Maule Valley,2,,Red Wine,Cabernet Sauvignon,2009,Vina Carta Vieja,vina-carta-vieja
82,1,dominique-mugneret-hautes-cotes-de-nuits-2009,http://ei.isnooth.com/multimedia/c/3/9/image_1302879_square.jpeg,http://www.snooth.com/wine/dominique-mugneret-hautes-cotes-de-nuits-2009/,Dominique Mugneret Hautes Cotes de Nuits,112,1,34.99,France > Burgundy > Nuits,n/a,,,Pinot Noir,2009,Domaine Dominique Mugneret,domaine-dominique-mugneret
83,1,cogno-montegrilli-2007,http://ei.isnooth.com/multimedia/7/f/5/image_1616708_square.png,http://www.snooth.com/wine/cogno-montegrilli-2007/,Cogno Montegrilli,2,5,33.0,Italy > Piedmont,3,,,Nebbiolo Barbera,2007,Cogno Brothers Pty Ltd,cogno-brothers-pty-ltd
84,1,fidelitas-cabernet-sauvignon-walla-walla-valley-2005-2,http://ei.isnooth.com/multimedia/7/7/a/image_194663_square.jpeg,http://www.snooth.com/wine/fidelitas-cabernet-sauvignon-walla-walla-valley-2005-2/,Fidelitas Cabernet Sauvignon Walla Walla Valley,1,7,40.0,USA > Washington > Columbia Valley > Walla Walla County > Walla Walla Valley,4,,Red Wine,Cabernet Sauvignon,2005,Fidelitas,fidelitas
85,1,enebral-toro-tinta-de-toro-2009,http://ei.isnooth.com/multimedia/c/4/7/image_2801113_square.jpeg,http://www.snooth.com/wine/enebral-toro-tinta-de-toro-2009/,Enebral Toro Tinta de Toro,3,2,14.99,Spain > Castilla y León > Toro,2.5,,Red Wine,Tinta de Toro,2009,Allegro Con Spirito,allegro-con-spirito
86,1,cardwell-hill-cellars-pinot-noir-willamette-2010,http://ei.isnooth.com/multimedia/8/7/0/image_2265464_square.jpeg,http://www.snooth.com/wine/cardwell-hill-cellars-pinot-noir-willamette-2010/,Cardwell Hill Cellars Pinot Noir Willamette,4,0,27.99,USA,n/a,,Red Wine,Pinot Noir,2010,Cardwell Hill Cellars,cardwell-hill-cellars
87,1,aberdeen-angus-cabernet-sauvignon-2010,http://ei.isnooth.com/multimedia/3/9/6/image_1753505_square.png,http://www.snooth.com/wine/aberdeen-angus-cabernet-sauvignon-2010/,Aberdeen Angus Cabernet Sauvignon,5,1,9.99,Argentina > Mendoza,n/a,,,Cabernet Sauvignon,2010,Aberdeen Angus,aberdeen-angus
88,1,nickel-and-nickel-merlot-napa-valley-suscol-ranch-2007,http://ei.isnooth.com/multimedia/a/2/2/image_1409968_square.jpeg,http://www.snooth.com/wine/nickel-and-nickel-merlot-napa-valley-suscol-ranch-2007/,Nickel & Nickel Merlot Napa Valley Suscol Ranch,2,3,46.99,USA > California > Napa,n/a,,Red Wine,Merlot,2007,Nickel & Nickel,nickel-and-nickel
89,1,chateau-los-boldos-carmenere-momentos-2010,http://ei.isnooth.com/multimedia/d/3/1/image_1264688_square.jpeg,http://www.snooth.com/wine/chateau-los-boldos-carmenere-momentos-2010/,Chateau Los Boldos Carmenere Momentos,4,1,8.99,Chile,n/a,,Red Wine,Carmenère,2010,Château Los Boldos [Vina Los Boldos],chateau-los-boldos-vina-los-boldos
90,1,schug-cabernet-sauvignon-2009,http://ei.isnooth.com/multimedia/a/4/8/image_1913284_square.png,http://www.snooth.com/wine/schug-cabernet-sauvignon-2009/,Schug Cabernet Sauvignon,114,2,25.99,USA > California > Napa > Carneros,3.5,,Red Wine,Cabernet Sauvignon,2009,Schug Carneros Estate,schug-carneros-estate
91,1,elizabeth-rose-pinot-noir-yountville-2010,http://ei.isnooth.com/multimedia/a/a/5/image_1717323_square.jpeg,http://www.snooth.com/wine/elizabeth-rose-pinot-noir-yountville-2010/,Elizabeth Rose Pinot Noir Yountville,4,1,19.99,USA > California > Napa > Yountville,n/a,,Red Wine,Pinot Noir,2010,Elizabeth Rose,elizabeth-rose
92,1,chateau-lancien-lalande-de-pomerol-2000-1,http://ei.isnooth.com/multimedia/0/c/d/image_251041_square.jpeg,http://www.snooth.com/wine/chateau-lancien-lalande-de-pomerol-2000-1/,Château l'Ancien Lalande-de-Pomerol,3,4,44.99,France > Bordeaux > Lalande-de-Pomerol,n/a,,,Merlot,2000,Ancien Wines,ancien-wines
93,1,eos-zinfandel-port-2006-11,http://ei.isnooth.com/multimedia/5/9/d/image_344237_square.jpeg,http://www.snooth.com/wine/eos-zinfandel-port-2006-11/,Eos Zinfandel Port,1,4,29.99,USA > California > San Luis Obispo County > Paso Robles,2.5,,Red Wine,Zinfandel,2006,EOS Estate Winery,eos-estate-winery
94,1,bodega-colome-malbec-calchaquies-2008,http://ei.isnooth.com/multimedia/f/f/2/image_937784_square.jpeg,http://www.snooth.com/wine/bodega-colome-malbec-calchaquies-2008/,Bodega Colomé Malbec Calchaquies,1,4,22.99,Argentina > Salta > Calchaquies,3.5,,Red Wine,Malbec,2008,Bodega Colome,bodega-colome
95,1,zinfandel-sonoma-seghesio-trocken-usa-california-td-sonoma-seghesio-2008,http://ei.isnooth.com/multimedia/1/c/a/image_1215327_square.png,http://www.snooth.com/wine/zinfandel-sonoma-seghesio-trocken-usa-california-td-sonoma-seghesio-2008/,"Zinfandel ""Sonoma"" Seghesio Trocken Usa California /Td Sonoma Seghesio",1,44,21.99,USA > California > Sonoma Valley,4,,Red Wine,Zinfandel,2008,Seghesio Family Vineyards,seghesio-family-vineyards
96,1,w-h-smith-pinot-noir-2006-1,http://ei.isnooth.com/multimedia/c/3/7/image_518872_square.jpeg,http://www.snooth.com/wine/w-h-smith-pinot-noir-2006-1/,W.H. Smith Pinot Noir,1,10,19.99,USA > California > Napa,4,,Red Wine,Pinot Noir,2006,W. H. Smith Wines,w-h-smith-wines
97,1,bellini-chianti-2006,http://ei.isnooth.com/multimedia/5/0/5/image_3045002_square.jpeg,http://www.snooth.com/wine/bellini-chianti-2006/,Bellini Chianti,4,0,9.99,Italy > Tuscany > Chianti,n/a,,Red Wine,Sangiovese,2006,Cantine Bellini,cantine-bellini
98,1,gesellmann-opus-eximium-2008,http://ei.isnooth.com/multimedia/2/b/d/image_3213192_square.jpeg,http://www.snooth.com/wine/gesellmann-opus-eximium-2008/,Gesellmann Opus Eximium,12,0,17.19,Austria > Burgenland,n/a,,Red Wine,Blaufrankisch^st. Laurent^zwei,2008,Gesellmann,gesellmann
99,1,gumdale-shiraz-2008,http://ei.isnooth.com/multimedia/c/b/5/image_787654_square.jpeg,http://www.snooth.com/wine/gumdale-shiraz-2008/,Gumdale Shiraz,4,3,7.99,Australia,3.5,,Red Wine,Syrah,2008,Gumdale,gumdale
100,1,courtney-benham-pinot-noir-central-coast-2006,http://ei.isnooth.com/multimedia/b/0/3/image_190583_square.jpeg,http://www.snooth.com/wine/courtney-benham-pinot-noir-central-coast-2006/,Courtney Benham Pinot Noir Central Coast,3,2,17.99,USA > California > Sonoma County,3.5,,,Pinot Noir,2006,Courtney Benham,courtney-benham
101,1,larkin-cab-franc-2005,http://ei.isnooth.com/multimedia/c/1/f/image_504275_square.jpeg,http://www.snooth.com/wine/larkin-cab-franc-2005/,Larkin Cab Franc,1,4,75.99,USA > California > Napa,3,,Red Wine,Cabernet Franc,2005,Larkin Wines,larkin-wines
102,1,gumdale-cabernet-sauvignon-2008-1,http://ei.isnooth.com/multimedia/4/0/2/image_532849_square.jpeg,http://www.snooth.com/wine/gumdale-cabernet-sauvignon-2008-1/,Gumdale Cabernet Sauvignon,2,4,7.99,Australia,3.5,,Red Wine,Cabernet Sauvignon,2008,Gumdale,gumdale
103,1,oak-ridge-winery-zinfandel-lodi-gnarled-vine-2008,http://ei.isnooth.com/multimedia/3/b/b/image_803810_square.jpeg,http://www.snooth.com/wine/oak-ridge-winery-zinfandel-lodi-gnarled-vine-2008/,Oak Ridge Winery Zinfandel Lodi Gnarled Vine,4,3,9.99,USA > California > San Joaquin County > Lodi,2.5,,Red Wine,Zinfandel,2008,Oak Ridge Winery,oak-ridge-winery
104,1,macchia-petite-sirah-lodi-bodacious-2008,http://ei.isnooth.com/multimedia/4/8/a/image_897097_square.jpeg,http://www.snooth.com/wine/macchia-petite-sirah-lodi-bodacious-2008/,Macchia Petite Sirah Lodi Bodacious,2,1,24.99,USA > California > San Joaquin County > Lodi,4,,Red Wine,Petite Sirah,2008,Macchia Wines,macchia-wines
105,1,buffalo-grove-merlot-california-2007,http://ei.isnooth.com/multimedia/c/e/c/image_1157545_square.jpeg,http://www.snooth.com/wine/buffalo-grove-merlot-california-2007/,Buffalo Grove Merlot California,4,4,6.49,USA > California > Sonoma County,3,,,Merlot,2007,Buffalo Grove,buffalo-grove
106,1,brunello-di-montalcino-docg-2004-13,http://ei.isnooth.com/multimedia/8/f/1/image_1092400_square.jpeg,http://www.snooth.com/wine/brunello-di-montalcino-docg-2004-13/,Brunello di Montalcino DOCG,3,2,55.0,Italy > Tuscany > Montalcino,4,,Red Wine,Sangiovese,2004,Terralsole,terralsole
107,1,double-dog-dare-cellars-merlot-san-joaquin-county-2006,http://ei.isnooth.com/multimedia/b/4/d/image_2015563_square.jpeg,http://www.snooth.com/wine/double-dog-dare-cellars-merlot-san-joaquin-county-2006/,Double Dog Dare Cellars Merlot San Joaquin County,5,4,3.97,USA > California > San Joaquin County,1.5,,Red Wine,Merlot,2006,Dare,dare
108,1,tamas-double-decker-red-tamas-double-decker-red,http://ei.isnooth.com/multimedia/9/9/b/image_1202769_square.jpeg,http://www.snooth.com/wine/tamas-double-decker-red-tamas-double-decker-red/,Tamas Double Decker Red Tamas Double Decker Red,112,0,7.99,USA > California,n/a,,Red Wine,,,Double Decker,double-decker
109,1,finca-sobreno-tempranillo-toro-crianza-2005,http://ei.isnooth.com/multimedia/4/3/5/image_556008_square.jpeg,http://www.snooth.com/wine/finca-sobreno-tempranillo-toro-crianza-2005/,Finca Sobreño Tempranillo Toro Crianza,1,6,16.99,Spain > Castilla y León > Toro,3.5,,Red Wine,Tempranillo,2005,Finca Sobreño,finca-sobreno
110,1,gotham-shiraz-2010-2,http://ei.isnooth.com/multimedia/c/1/f/image_3496648_square.jpeg,http://www.snooth.com/wine/gotham-shiraz-2010-2/,Gotham Shiraz,13,2,16.29,Australia > South Australia > Mclaren Vale,3,,Red Wine,Syrah,2010,Mastermind Wines,mastermind-wines
111,1,tedeschi-valpolicella-classico-superiore-la-fabriseria-2010,http://ei.isnooth.com/multimedia/0/d/7/image_3410896_square.jpeg,http://www.snooth.com/wine/tedeschi-valpolicella-classico-superiore-la-fabriseria-2010/,Tedeschi Valpolicella Classico Superiore la Fabriseria,11,2,33.79,Italy > Veneto > Valpolicella > Valpolicella Classico Superiore,3.5,,Red Wine,Corvina,2010,Tedeschi Winery,tedeschi-winery
112,1,mark-ryan-winery-crazy-mary-red-mountain-mourvedre-2012,http://ei.isnooth.com/multimedia/1/5/a/image_3733988_square.png,http://www.snooth.com/wine/mark-ryan-winery-crazy-mary-red-mountain-mourvedre-2012/,Mark Ryan Winery Crazy Mary Red Mountain Mourvedre,17,2,42.89,USA > Washington > Benton County > Yakima Valley AVA > Red Mountain,n/a,,Red Wine,Mourvèdre,2012,Mark Ryan Winery,mark-ryan-winery
113,1,brian-carter-cellars-corrida-2010,http://ei.isnooth.com/multimedia/e/9/d/image_3306542_square.jpeg,http://www.snooth.com/wine/brian-carter-cellars-corrida-2010/,Brian Carter Cellars Corrida,9,0,34.49,USA > Oregon > Columbia Valley,n/a,,Red Wine,,2010,Brian Carter Cellars,brian-carter-cellars
114,1,baroncini-sangiovese-vino-nobile-di-montepulciano-2008,http://ei.isnooth.com/multimedia/1/9/a/image_321849_square.jpeg,http://www.snooth.com/wine/baroncini-sangiovese-vino-nobile-di-montepulciano-2008/,Baroncini Sangiovese Vino Nobile di Montepulciano,112,1,13.99,Italy > Tuscany > Maremma > Maremma Toscana Igt,n/a,,Red Wine,sangiovese,2008,Baroncini,baroncini
115,1,tapanappa-cabernet-shiraz-blend-wrattonbully-2004,http://ei.isnooth.com/multimedia/c/6/f/image_617357_square.jpeg,http://www.snooth.com/wine/tapanappa-cabernet-shiraz-blend-wrattonbully-2004/,Tapanappa Cabernet-Shiraz Blend Wrattonbully,1,9,48.0,Australia > South Australia > Limestone Coast > Wrattonbully,4,,Red Wine,Cabernet Sauvignon,2004,Tapanappa Wines,tapanappa-wines
116,1,decugnano-villa-barbi-umbria-rosso-2011,http://ei.isnooth.com/multimedia/3/4/2/image_3166897_square.jpeg,http://www.snooth.com/wine/decugnano-villa-barbi-umbria-rosso-2011/,Decugnano Villa Barbi Umbria Rosso,9,0,14.99,Italy > Umbria,n/a,,Red Wine,Sangiovese; Montepulciano; Merlot,2011,Il Decugnano dei Barbi,il-decugnano-dei-barbi
117,1,larkmead-vineyards-red-bordeaux-blend-napa-valley-firebelle-2005,http://ei.isnooth.com/multimedia/8/3/8/image_896123_square.jpeg,http://www.snooth.com/wine/larkmead-vineyards-red-bordeaux-blend-napa-valley-firebelle-2005/,Larkmead Vineyards Red Bordeaux Blend Napa Valley Firebelle,1,6,49.99,USA > California > Napa,4,,Red Wine,Bordeaux Blend,2005,Larkmead Vineyards,larkmead-vineyards
118,1,qupe-syrah-bien-nacido-vineyard-2011,http://ei.isnooth.com/multimedia/5/9/1/image_3407064_square.jpeg,http://www.snooth.com/wine/qupe-syrah-bien-nacido-vineyard-2011/,Qupe Syrah Bien Nacido Vineyard,9,0,24.59,Italy > Piemonte > Barolo > La Morra > Santa Maria,n/a,,Red Wine,Syrah,2011,Qupé,qupe
119,1,qupe-syrah-bien-nacido-2010-2,http://ei.isnooth.com/multimedia/f/1/2/image_3026058_square.jpeg,http://www.snooth.com/wine/qupe-syrah-bien-nacido-2010-2/,Qupe Syrah Bien Nacido,117,3,27.99,USA > California,3.5,,Red Wine,Syrah,2010,Qupé,qupe
120,1,dr-heger-spatburgunder-gg-achkarrer-schlossberg-2005,http://ei.isnooth.com/multimedia/6/0/f/image_2867484_square.jpeg,http://www.snooth.com/wine/dr-heger-spatburgunder-gg-achkarrer-schlossberg-2005/,Dr. Heger Spatburgunder Gg Achkarrer Schlossberg,13,0,76.46,Germany > Baden > Schlossberg,n/a,,Red Wine,Pinot Noir,2005,Dr. Heger,dr-heger
121,1,kenwood-vineyards-reserve-zinfandel-2010,http://ei.isnooth.com/multimedia/8/b/d/image_2518601_square.jpeg,http://www.snooth.com/wine/kenwood-vineyards-reserve-zinfandel-2010/,Kenwood Vineyards Reserve Zinfandel,112,2,25.0,USA > California > Sonoma County,3,,Red Wine,Zinfandel,2010,Kenwood Vineyards,kenwood-vineyards
122,1,frogs-leap-zin-2007,http://ei.isnooth.com/multimedia/b/f/1/image_871554_square.png,http://www.snooth.com/wine/frogs-leap-zin-2007/,Frog's Leap Zin,3,15,26.97,USA > California > Napa > Rutherford,3.5,,Red Wine,Zinfandel,2007,Frog's Leap Winery,frogs-leap-winery
123,1,grgich-hills-estate-cabernet-sauvignon-yountville-selection-2008,http://ei.isnooth.com/multimedia/0/3/0/image_2705193_square.jpeg,http://www.snooth.com/wine/grgich-hills-estate-cabernet-sauvignon-yountville-selection-2008/,Grgich Hills Estate Cabernet Sauvignon Yountville Selection,6,2,171.1,USA > California > Napa > Yountville,3.5,,Red Wine,Cabernet Sauvignon,2008,Grgich Hills Estate,grgich-hills-estate
124,1,trinchero-malbec-haystack-vineyard-2011,http://ei.isnooth.com/multimedia/f/7/2/image_3520160_square.jpeg,http://www.snooth.com/wine/trinchero-malbec-haystack-vineyard-2011/,Trinchero Malbec Haystack Vineyard,8,0,50.39,USA > California > Napa County > Atlas Peak,n/a,,Red Wine,Malbec,2011,Trinchero Family Estates,trinchero-family-estates
125,1,forefront-cabernet-sauvignon-napa-valley-2008,http://ei.isnooth.com/multimedia/c/0/a/image_1090913_square.jpeg,http://www.snooth.com/wine/forefront-cabernet-sauvignon-napa-valley-2008/,Forefront Cabernet Sauvignon Napa Valley,1,8,17.99,USA > California > Napa,2.5,,Red Wine,Cabernet Sauvignon,2008,Pine Ridge Vineyard,pine-ridge-vineyard
126,1,fetzer-cabernet-sauvignon-premier-2009,http://ei.isnooth.com/multimedia/3/2/6/image_824322_square.jpeg,http://www.snooth.com/wine/fetzer-cabernet-sauvignon-premier-2009/,Fetzer Cabernet Sauvignon Premier,1,9,12.99,USA > California,n/a,,Red Wine,Cabernet Sauvignon,2009,Fetzer Vineyards,fetzer-vineyards
127,1,cruz-alta-malbec-2009,http://ei.isnooth.com/multimedia/c/b/f/image_124734_square.jpeg,http://www.snooth.com/wine/cruz-alta-malbec-2009/,Cruz Alta Malbec,4,4,9.99,Argentina > Mendoza,3,,Red Wine,Malbec,2009,Cruz Alta,cruz-alta
128,1,gen-5-cabernet-sauvignon-2011-8,http://ei.isnooth.com/multimedia/1/4/6/image_3832416_square.jpeg,http://www.snooth.com/wine/gen-5-cabernet-sauvignon-2011-8/,Gen 5 Cabernet Sauvignon,114,1,14.95,USA > California > San Joaquin County > Lodi,n/a,,Red Wine,Cabernet Sauvignon,2011,LangeTwins Family Winery & Vineyards,langetwins-family-winery-and-vineyards
129,1,flaccianello-della-pieve-2009-2,http://ei.isnooth.com/multimedia/d/2/7/image_3477983_square.jpeg,http://www.snooth.com/wine/flaccianello-della-pieve-2009-2/,Flaccianello Della Pieve,3,7,600.0,Italy > Tuscany > Chianti,n/a,,Red Wine,Sangiovese,2009,Fontodi,fontodi
130,1,beringer-vineyards-cabernet-sauvignon-founders-es-2008,http://ei.isnooth.com/multimedia/3/2/a/image_821854_square.jpeg,http://www.snooth.com/wine/beringer-vineyards-cabernet-sauvignon-founders-es-2008/,Beringer Vineyards Cabernet Sauvignon Founders Es,112,20,9.99,USA,3,,Red Wine,Cabernet Sauvignon,2008,Founders Wine Cellar,founders-wine-cellar
131,1,casa-primicia-graciano-gr-2008,http://ei.isnooth.com/multimedia/d/b/9/image_2344841_square.jpeg,http://www.snooth.com/wine/casa-primicia-graciano-gr-2008/,Casa Primicia Graciano Gr,9,0,19.39,Spain > Rioja,n/a,,Red Wine,Graciano,2008,Bodegas Primicia,bodegas-primicia
132,1,wagners-alta-b-red-table-wine-nv,http://ei.isnooth.com/multimedia/9/1/7/image_1617481_square.png,http://www.snooth.com/wine/wagners-alta-b-red-table-wine-nv/,Wagner's Alta B Red Table Wine,2,6,7.99,USA > New York > Finger Lakes,n/a,,,Dechaunac,NV,Wagner,wagner
133,1,livio-felluga-red-blend-colli-orientali-del-friuli-sosso-2003,http://ei.isnooth.com/multimedia/9/9/5/image_581816_square.jpeg,http://www.snooth.com/wine/livio-felluga-red-blend-colli-orientali-del-friuli-sosso-2003/,Livio Felluga Red Blend Colli Orientali del Friuli Sossó,5,8,67.99,Italy > Friuli-venezia Giulia > Colli Orientali Del Friuli,3.5,,Red Wine,Merlot,2003,Livio Felluga,livio-felluga
134,1,chateau-castera-cru-bourgeois-superieur-2006,http://ei.isnooth.com/multimedia/9/c/d/image_1209981_square.jpeg,http://www.snooth.com/wine/chateau-castera-cru-bourgeois-superieur-2006/,Chateau Castera Cru Bourgeois Superieur,5,2,19.19,France > Bordeaux > Haut-Médoc,n/a,,Red Wine,Bordeaux Blend,2006,Château Castera,chateau-castera
135,1,sfursat-di-valtellina-docg-2004,http://ei.isnooth.com/multimedia/9/f/e/image_1961831_square.png,http://www.snooth.com/wine/sfursat-di-valtellina-docg-2004/,Sfursat di Valtellina DOCG,1,15,34.0,Italy > Lombardy > Valtellina,3.5,,Red Wine,Nebbiolo,2004,Nino Negri,nino-negri
